Probeset ID,N34 David Gene Symbol,UniGene ID,Ensembl,Entrez Gene,Alignments,Chromosomal Location,Gene Title,II1374 4way Venn 1.125 Fold Filter n_total= 1374,II359 RF ONEvs Other3 on 12589n Cxsect Gini n=359
233554_at,UBAC2,Hs.679516,---,---,chr13:99919913-99920865 (+) // 25.39 // q32.3,---,---,1,0
233559_s_at,WDFY1,Hs.368359 /// Hs.599767 /// Hs.720522,ENSG00000085449 /// OTTHUMG00000153370,57590,chr2:224742039-224810027 (-) // 99.92 // q36.1,chr2q36.1,WD repeat and FYVE domain containing 1,1,0
233630_at,CDS2,Hs.126857 /// Hs.472027 /// Hs.607381 /// Hs.715044,ENSG00000101290 /// OTTHUMG00000031801,8760,chr20:5165913-5168179 (+) // 60.32 // p12.3,chr20p13,CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2,1,0
233664_at,ARL15,Hs.677378,---,---,chr5:53500763-53503446 (-) // 59.3 // q11.2,---,---,1,0
233713_at,SMYD2,Hs.660880,---,---,chr1:214472979-214474562 (+) // 26.44 // q32.3,---,---,1,0
233724_at,ARNT,Hs.632446,ENSG00000143437 /// OTTHUMG00000035011,405,chr1:150813442-150815470 (-) // 73.91 // q21.3,chr1q21,aryl hydrocarbon receptor nuclear translocator,1,0
233819_s_at,LTN1,Hs.288773 /// Hs.596047,ENSG00000198862 /// OTTHUMG00000078803,26046,chr21:30339216-30358558 (-) // 76.7 // q21.3,chr21q22.11,listerin E3 ubiquitin protein ligase 1,1,0
233824_at,---,Hs.668226,---,---,chr3:187879713-187881739 (+) // 73.78 // q27.3,---,---,1,0
233866_at,KLHL5,Hs.272251,ENSG00000109790 /// OTTHUMG00000097819,51088,chr4:39104903-39117952 (+) // 80.16 // p14,chr4p14,kelch-like family member 5,1,0
233931_at,zfr,Hs.677078,---,---,chr13:41631311-41632787 (-) // 59.54 // q14.11,---,---,1,0
233957_at,tab2,---,---,---,chr6:149706670-149711431 (+) // 31.25 // q25.1,---,---,1,0
234112_at,Cblb,Hs.669944,---,---,chr3:105524146-105525355 (+) // 68.8 // q13.11,---,---,1,1
234148_at,LRRC8D,Hs.677340,---,---,chr1:90323801-90326315 (+) // 83.18 // p22.2,---,---,1,0
234149_at,THRAP3,Hs.670016,---,---,chr1:36725471-36726403 (+) // 14.83 // p34.3,---,---,1,0
234150_at,---,Hs.677250,---,---,chr2:198879367-198883041 (+) // 54.43 // q33.1,---,---,1,0
234306_s_at,SLAMF7,Hs.517265,ENSG00000026751 /// OTTHUMG00000024008,57823,chr1:160709080-160723104 (+) // 96.93 // q23.3,chr1q23.1-q24.1,SLAM family member 7,1,1
234459_at,PPHLN1,Hs.635855,ENSG00000134283 /// OTTHUMG00000169440,51535,chr12:42781191-42794269 (+) // 59.27 // q12,chr12q12,periphilin 1,1,0
234632_x_at,BTNL8,Hs.632607,---,---,chr5:180343932-180344604 (+) // 20.99 // q35.3,---,---,1,0
234643_x_at,ACSM1,Hs.612905,---,---,chr16:20701508-21596251 (+) // 61.77 // p12.3,---,---,1,0
234645_at,MAML2,Hs.744592,---,---,chr11:95810326-95812006 (-) // 73.22 // q21,---,---,1,0
234932_s_at,CDCP1,Hs.476093 /// Hs.611520,ENSG00000163814 /// OTTHUMG00000133090,64866,chr3:45125584-45127475 (-) // 62.94 // p21.31,chr3p21.31,CUB domain containing protein 1,1,0
235003_at,UHMK1,Hs.127310 /// Hs.601000 /// Hs.708149 /// Hs.713167,ENSG00000152332 /// OTTHUMG00000031373,127933,chr1:162467620-162493422 (+) // 99.52 // q23.3,chr1q23.3,U2AF homology motif (UHM) kinase 1,1,1
235008_at,ANKRD10,Hs.658703,---,---,chr13:111547918-111548860 (-) // 89.23 // q34,---,---,1,0
235009_at,BOD1L1,Hs.444517 /// Hs.614116 /// Hs.743555 /// Hs.744935,ENSG00000038219 /// OTTHUMG00000090659,259282,chr4:13605436-13621611 (-) // 97.58 // p15.33,chr4p16.1,biorientation of chromosomes in cell division 1-like 1,1,1
235011_at,MAP3K2,Hs.145605 /// Hs.609719 /// Hs.744145,ENSG00000169967 /// OTTHUMG00000153397,10746,chr2:128060827-128063518 (-) // 96.38 // q14.3,chr2q14.3,mitogen-activated protein kinase kinase kinase 2,1,0
235028_at,---,Hs.386042,---,---,chrX:73486039-73487730 (-) // 35.77 // q13.2,---,---,1,0
235030_at,NXPE3,Hs.595933 /// Hs.600416 /// Hs.608275,ENSG00000144815 /// OTTHUMG00000159179,91775,chr3:101540768-101542454 (+) // 88.13 // q12.3,chr3q12.3,"neurexophilin and PC-esterase domain family, member 3",1,0
235052_at,ZNF792,Hs.50405 /// Hs.595083,ENSG00000180884 /// OTTHUMG00000150339,126375,chr19:35447257-35449353 (-) // 87.48 // q13.11,chr19q13.11,zinc finger protein 792,1,0
235058_at,GPN2,Hs.648440,---,---,chr1:27202627-27204414 (-) // 73.75 // p36.11,---,---,1,0
235060_at,LOC100190986 /// LOC101060564,Hs.648439 /// Hs.676485 /// Hs.744548,---,100190986 /// 101060564,chr16:22516691-22517439 (+) // 59.79 // p12.2 /// chr16:21444106-21444854 (-) // 60.18 // p12.2 /// chr16:21876382-21877134 (-) // 60.31 // p12.2,chr16p12.2,uncharacterized LOC100190986 /// nuclear pore complex-interacting protein-like 3-like,1,0
235061_at,PPM1K,Hs.43744,ENSG00000163644 /// OTTHUMG00000130952,152926,chr4:89183044-89183881 (-) // 81.24 // q22.1,chr4q22.1,"protein phosphatase, Mg2+/Mn2+ dependent, 1K",1,0
235086_at,THBS1,Hs.164226 /// Hs.599979 /// Hs.611774 /// Hs.713837 /// Hs.732539 /// Hs.736912,ENSG00000137801 /// OTTHUMG00000133665,7057,chr15:39889790-39891365 (+) // 74.35 // q14,chr15q15,thrombospondin 1,1,1
235172_at,---,Hs.655009,---,---,chr15:50653887-50654969 (+) // 57.86 // q21.2,---,---,1,1
235180_at,STYX,Hs.364980 /// Hs.596832 /// Hs.599935 /// Hs.601213,ENSG00000198252 /// OTTHUMG00000140306,6815,chr14:53196935-53238178 (+) // 95.94 // q22.1,---,serine/threonine/tyrosine interacting protein,1,0
235220_at,YIPF4,Hs.468099 /// Hs.643399,ENSG00000119820,84272,chr2:32536169-32537308 (+) // 90.61 // p22.3,chr2p22.3,"Yip1 domain family, member 4",1,0
235274_at,---,---,---,---,chr15:50662484-50663540 (+) // 27.85 // q21.2,---,---,1,0
235430_at,ELMSAN1,Hs.594157 /// Hs.743376,ENSG00000156030 /// OTTHUMG00000150359,91748,chr14:74186072-74192785 (-) // 87.09 // q24.3,chr14q24.3,ELM2 and Myb/SANT-like domain containing 1,1,0
235442_at,CXorf56,Hs.248572 /// Hs.635597,ENSG00000018610 /// OTTHUMG00000022276,63932,chrX:118672402-118673325 (-) // 57.49 // q24,chrXq23,chromosome X open reading frame 56,1,0
235451_at,SMAD5,Hs.167700 /// Hs.601906 /// Hs.626324 /// Hs.634760,ENSG00000113658 /// OTTHUMG00000163212,4090,chr5:135514573-135515192 (+) // 68.52 // q31.1,chr5q31,SMAD family member 5,1,0
235469_at,FAM133B /// FAM133DP,Hs.18564 /// Hs.470311 /// Hs.489105 /// Hs.707256 /// Hs.716477 /// Hs.717532 /// Hs.721045 /// Hs.729209,ENSG00000234545 /// OTTHUMG00000155863,257415 /// 728066,chr7:92191626-92192074 (-) // 69.56 // q21.2,chr2q24.1 /// chr7q21.2,"family with sequence similarity 133, member B /// family with sequence similarity 133, member A pseudogene",1,0
235476_at,TRIM59,Hs.212957 /// Hs.642432,ENSG00000213186 /// ENSG00000248710 /// OTTHUMG00000159034 /// OTTHUMG00000162252,286827,chr3:160156376-160167513 (-) // 85.33 // q25.33,chr3q25.33,tripartite motif containing 59,1,0
235518_at,SLC8A1,Hs.468274 /// Hs.610508 /// Hs.624386,ENSG00000183023 /// OTTHUMG00000102183,6546,chr2:40339286-40339747 (-) // 93.87 // p22.1,chr2p23-p22,"solute carrier family 8 (sodium/calcium exchanger), member 1",1,0
235537_at,OCIAD1,Hs.518750 /// Hs.731816,ENSG00000109180 /// OTTHUMG00000102095,54940,chr4:48833467-48834370 (+) // 100.0 // p11,chr4p11,OCIA domain containing 1,1,1
235551_at,wdr4,Hs.741231,---,---,chr21:44264000-44265012 (-) // 42.88 // q22.3,---,---,1,1
235567_at,RORA,Hs.560343 /// Hs.625932 /// Hs.691779 /// Hs.718317,ENSG00000069667 /// OTTHUMG00000132769,6095,chr15:60785848-60786826 (-) // 92.66 // q22.2,chr15q22.2,RAR-related orphan receptor A,1,0
235568_at,C19orf59,Hs.709539,ENSG00000183019 /// OTTHUMG00000182440,199675,chr19:7741975-7744713 (+) // 93.56 // p13.2,chr19p13.2,chromosome 19 open reading frame 59,1,0
235574_at,GBP4,Hs.409925,ENSG00000162654 /// OTTHUMG00000010663,115361,chr1:89650779-89655990 (-) // 99.83 // p22.2,chr1p22.2,guanylate binding protein 4,1,1
235577_at,ZNF652,Hs.463375,---,22834,chr17:47369589-47370991 (-) // 98.87 // q21.32,chr17q21.32,zinc finger protein 652,1,0
235611_at,SREK1,Hs.49367 /// Hs.618889 /// Hs.619992 /// Hs.665606 /// Hs.707830 /// Hs.717846 /// Hs.717970,ENSG00000153914 /// OTTHUMG00000097809,140890,chr5:65478564-65479443 (+) // 80.07 // q12.3,chr5q12.3,splicing regulatory glutamine/lysine-rich protein 1,1,1
235643_at,SAMD9L,Hs.489118 /// Hs.607232,ENSG00000177409 /// OTTHUMG00000155807,219285,chr7:92764948-92774917 (-) // 99.85 // q21.2,chr7q21.2,sterile alpha motif domain containing 9-like,1,0
235645_at,ESCO1,Hs.464733 /// Hs.621074,ENSG00000141446 /// OTTHUMG00000178919,114799,chr18:19154324-19155030 (-) // 99.01 // q11.2,chr18q11.2,establishment of sister chromatid cohesion N-acetyltransferase 1,1,0
235652_at,SCML1,Hs.658510,---,---,chrX:17757929-17758636 (+) // 37.82 // p22.13,---,---,1,1
235653_s_at,THAP6,Hs.479971 /// Hs.612736,ENSG00000174796 /// OTTHUMG00000130108,152815,chr4:76440641-76453280 (+) // 95.6 // q21.1,chr4q21.1,THAP domain containing 6,1,0
235740_at,MCTP1,Hs.591248 /// Hs.655087 /// Hs.672952 /// Hs.685165,ENSG00000175471 /// ENSG00000262742 /// OTTHUMG00000162742 /// OTTHUMG00000175368,79772,chr5:94041241-94041900 (-) // 98.95 // q15,chr5q15,"multiple C2 domains, transmembrane 1",1,0
235743_at,SNED1,---,---,---,chr2:241995132-241995792 (+) // 21.64 // q37.3,---,---,1,0
235751_s_at,VMO1,Hs.122561,ENSG00000182853 /// OTTHUMG00000177898,284013,chr17:4688580-4689727 (-) // 90.66 // p13.2,chr17p13.2,vitelline membrane outer layer 1 homolog (chicken),1,1
235765_at,TLE4,Hs.444213 /// Hs.596760 /// Hs.600735 /// Hs.628997,ENSG00000106829 /// OTTHUMG00000020072,7091,chr9:82186877-82187391 (+) // 97.67 // q21.31,chr9q21.31,"transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila)",1,0
235803_at,CRLF3,Hs.658293,---,---,chr17:29121727-29122179 (+) // 9.59 // q11.2,---,---,1,0
235811_at,Mbnl1,---,---,---,chr3:152073081-152074025 (+) // 93.29 // q25.1,---,---,1,0
236000_s_at,HNRNPD,Hs.656096,---,---,chr4:83291687-83292155 (-) // 64.73 // q21.22,---,---,1,0
236005_at,Klf12,---,---,---,chr13:74378578-74379316 (-) // 98.8 // q22.1,---,---,1,0
236023_at,CDK9,Hs.150423 /// Hs.706809,ENSG00000136807 /// OTTHUMG00000020715,1025,chr9:130552296-130553050 (+) // 90.42 // q34.11,chr9q34.1,cyclin-dependent kinase 9,1,1
236032_at,DNM1L,Hs.660960,---,---,chr12:32889866-32890652 (-) // 95.72 // p11.21,---,---,1,0
236060_at,METTL14,Hs.596872 /// Hs.612520 /// Hs.657806 /// Hs.744258,ENSG00000145388 /// OTTHUMG00000161167,57721,chr4:119632719-119633775 (+) // 71.54 // q26,chr4q26,methyltransferase like 14,1,0
236125_at,DKFZP586I1420,Hs.594935,---,---,chr7:30408794-30409673 (+) // 98.88 // p14.3,---,---,1,1
236153_at,ZNF280D,Hs.657534,---,---,chr15:56929374-56929894 (-) // 40.99 // q21.3,---,---,1,0
236202_at,---,---,---,---,chr2:32080278-32080721 (-) // 98.44 // p23.1,---,---,1,0
236237_at,kiaa1370,Hs.666289,---,---,---,---,---,1,0
236327_at,CEPT1,---,---,---,chr1:111710435-111711030 (+) // 50.81 // p13.3,---,---,1,0
236356_at,NDUFS1,Hs.471207 /// Hs.597574 /// Hs.598436,ENSG00000023228 /// OTTHUMG00000132892,4719,chr2:206987802-206988293 (-) // 79.31 // q33.3,chr2q33-q34,"NADH dehydrogenase (ubiquinone) Fe-S protein 1, 75kDa (NADH-coenzyme Q reductase)",1,0
236386_at,OTTHUMG00000178989 /// SUZ12P,Hs.628886,ENSG00000264538 /// OTTHUMG00000178989,---,chr17:29113885-29114556 (+) // 62.56 // q11.2,---,NULL /// NULL,1,1
236417_at,mfn1,Hs.657666,---,---,chr3:179088681-179089144 (+) // 71.71 // q26.33,---,---,1,0
236495_at,NAMPT,Hs.666584,---,---,chr7:105907192-105907655 (-) // 82.49 // q22.3,---,---,1,0
236505_at,NUP62,Hs.638197 /// Hs.733386,ENSG00000213024 /// OTTHUMG00000183077,23636,chr19:50414343-50414799 (-) // 75.26 // q13.33,chr19q13.33,nucleoporin 62kDa,1,0
236558_at,Mbnl1,---,---,---,chr3:152126571-152127257 (+) // 55.69 // q25.2,---,---,1,0
236645_at,LOC100506312,Hs.729218,---,100506312,chr7:106815187-106815650 (+) // 58.69 // q22.3,---,uncharacterized LOC100506312,1,1
236650_at,---,Hs.648977,---,---,chr5:70025091-70025613 (+) // 26.93 // q13.2 /// chr5:69149943-69150465 (+) // 11.49 // q13.2 /// chr5:21351400-21351920 (+) // 14.69 // p14.3 /// chr5:68996414-68996936 (-) // 26.93 // q13.2 /// chr5:69871726-69872248 (-) // 26.93 // q13.2 /// chr5:69576152-69576674 (-) // 26.93 // q13.2 /// chr5:70575694-70576216 (-) // 27.12 // q13.2 /// chr5:34235005-34235526 (-) // 25.8 // p13.2 /// chr6:26914395-26914916 (-) // 25.8 // p22.2,---,---,1,0
236723_at,Hnrnpu,Hs.669702,---,---,chr1:245011301-245011760 (-) // 97.45 // q44,---,---,1,1
236728_at,LNPEP,Hs.527199 /// Hs.619474 /// Hs.621033 /// Hs.628728 /// Hs.629144 /// Hs.656905 /// Hs.725062 /// Hs.733775,ENSG00000113441 /// OTTHUMG00000128719,4012,chr5:96273009-96273470 (+) // 96.0 // q15,chr5q15,leucyl/cystinyl aminopeptidase,1,1
236778_at,Atrx,Hs.662769,---,---,chrX:76889241-76889720 (+) // 81.53 // q21.1,---,---,1,0
236876_at,H1FNT,Hs.155833,ENSG00000187166 /// OTTHUMG00000169904,341567,chr12:48722857-48723361 (+) // 100.0 // q13.11,chr12q13.11,"H1 histone family, member N, testis-specific",1,0
236887_at,KIN,Hs.397918,---,22944,chr10:7792929-7793530 (-) // 64.48 // p14,chr10p15-p14,"KIN, antigenic determinant of recA protein homolog (mouse)",1,0
236944_at,---,Hs.633695,---,---,chr17:10615780-10616259 (+) // 40.29 // p13.1,---,---,1,1
236946_at,Gpr75,---,---,---,chr2:54082280-54082678 (-) // 63.73 // p16.2,---,---,1,1
236962_at,ptbp2,Hs.598907,---,---,chr1:97251054-97251689 (+) // 88.98 // p21.3,---,---,1,1
236971_at,clu,Hs.30814,---,---,chr22:45556421-45556766 (-) // 52.45 // q13.31,---,---,1,0
236985_at,EIF4B /// EIF4BP7,Hs.292063,---,---,chr12:53401232-53401836 (-) // 86.15 // q13.13,---,---,1,0
237118_at,ANP32A /// LOC723972,---,---,---,chr15:69107757-69108208 (-) // 29.63 // q23,---,---,1,1
237184_at,ATXN2,---,---,---,chr12:111980691-111981238 (-) // 96.34 // q24.12,---,---,1,1
237232_at,Ube2h,Hs.598653,---,---,---,---,---,1,0
237252_at,THBD,Hs.2030,ENSG00000178726 /// OTTHUMG00000032053,7056,chr20:23026269-23026698 (-) // 99.54 // p11.21,chr20p11.2,thrombomodulin,1,0
237318_at,Slc43a2,Hs.664628,---,---,chr17:1529482-1529921 (-) // 99.54 // p13.3,---,---,1,0
237332_at,MON2,Hs.678536,---,---,chr12:62992425-62992896 (+) // 97.92 // q14.1,---,---,1,0
237333_at,RBBP4,Hs.16003,---,5928,chr1:33147215-33148044 (+) // 78.53 // p35.1,chr1p35.1,retinoblastoma binding protein 4,1,0
237376_at,cul3,---,---,---,chr2:225382524-225383007 (-) // 13.46 // q36.2,---,---,1,0
237377_at,IGF1R,---,---,---,chr15:99256991-99257406 (+) // 98.8 // q26.3,---,---,1,1
237412_at,BCAS3,---,---,---,chr17:59372791-59373171 (+) // 45.98 // q23.2,---,---,1,0
237502_at,CRLS1,Hs.224764 /// Hs.706380 /// Hs.743956,ENSG00000088766 /// OTTHUMG00000031823,54675,chr20:6003996-6004399 (+) // 41.58 // p12.3,chr20p13-p12.3,cardiolipin synthase 1,1,1
237554_at,---,Hs.674515,---,---,chr2:158724154-158724628 (-) // 39.05 // q24.1,---,---,1,1
237577_at,PCNP,Hs.564411 /// Hs.663237 /// Hs.718007 /// Hs.744968,ENSG00000081154 /// OTTHUMG00000159108,57092,chr3:101298792-101299267 (+) // 72.63 // q12.3,chr3q12.3,PEST proteolytic signal containing nuclear protein,1,0
237586_at,EPS15,---,---,---,chr1:51843885-51844697 (-) // 43.26 // p32.3,---,---,1,0
237588_at,SMCHD1,---,---,---,chr18:2787843-2788250 (+) // 86.57 // p11.32,---,---,1,0
237625_s_at,---,Hs.592929,---,---,chr2:89159878-89160419 (-) // 99.45 // p11.2,---,---,1,0
237689_at,SARS,---,---,---,chr1:109766826-109767297 (+) // 63.66 // p13.3,---,---,1,0
237741_at,SLC25A36,Hs.144130,---,55186,chr3:140687151-140687615 (+) // 91.54 // q23,chr3q23,"solute carrier family 25 (pyrimidine nucleotide carrier ), member 36",1,0
237747_at,fam107b,---,---,---,chr10:14602222-14602862 (-) // 99.07 // p13,---,---,1,0
237784_at,SUB1,Hs.229641 /// Hs.567859 /// Hs.644972 /// Hs.732258,ENSG00000113387 /// OTTHUMG00000131071,10923,chr5:32594835-32595298 (+) // 64.15 // p13.3,chr5p13.3,SUB1 homolog (S. cerevisiae),1,0
237813_at,PCBP2,Hs.546271 /// Hs.593270 /// Hs.613168 /// Hs.682702 /// Hs.724359,ENSG00000197111 /// ENSG00000253341 /// ENSG00000257379 /// OTTHUMG00000164512 /// OTTHUMG00000169439 /// OTTHUMG00000170050,5094,chr12:53848638-53849053 (+) // 100.0 // q13.13,chr12q13.12-q13.13,poly(rC) binding protein 2,1,0
237877_at,POLH,Hs.672056,---,---,chr6:43578122-43578463 (-) // 98.84 // p21.1,---,---,1,0
237878_at,Map2k2 /// LOC407835,---,---,---,chr19:4108432-4109016 (-) // 52.66 // p13.3,---,---,1,0
237890_at,Dtnbp1,Hs.668622,---,---,---,---,---,1,0
238079_at,TPM3,Hs.644306,---,7170,chr1:154134041-154134714 (-) // 51.6 // q21.3,chr1q21.2,tropomyosin 3,1,0
238159_at,---,---,---,---,chr1:153845460-153846027 (-) // 20.79 // q21.3,---,---,1,0
238220_at,KDM6A,Hs.522616,---,7403,chrX:44965737-44966232 (+) // 83.0 // p11.3,chrXp11.2,lysine (K)-specific demethylase 6A,1,0
238281_at,RBMS1,---,---,---,chr2:161347011-161347539 (-) // 96.64 // q24.2,---,---,1,1
238317_x_at,RBMS1,---,---,---,---,---,---,1,0
238342_at,---,Hs.716898,---,---,chr16:21878903-21879490 (+) // 67.4 // p12.2 /// chr16:21446632-21447216 (+) // 81.73 // p12.2 /// chr16:29527097-29527684 (+) // 67.09 // p11.2 /// chr16:30267084-30267668 (+) // 66.93 // p11.2 /// chr16:29425315-29425897 (+) // 66.46 // p11.2 /// chr16:22514329-22514913 (-) // 67.24 // p12.2,---,---,1,0
238350_at,UBN2,Hs.153458 /// Hs.608616 /// Hs.697075,ENSG00000157741 /// OTTHUMG00000157623,254048,chr7:138916589-138944116 (+) // 84.26 // q34,chr7q34,ubinuclein 2,1,0
238356_at,DOCK11,Hs.368203,ENSG00000147251 /// OTTHUMG00000022256,139818,chrX:117629860-117700046 (+) // 94.55 // q24,chrXq24,dedicator of cytokinesis 11,1,1
238393_at,bmpr2,Hs.729781,---,---,chr2:203251929-203254723 (+) // 82.36 // q33.1,---,---,1,0
238470_at,SYS1,Hs.655055,ENSG00000204070 /// OTTHUMG00000032579,90196,chr20:44003808-44005438 (+) // 75.09 // q13.12,chr20q13.12,SYS1 Golgi-localized integral membrane protein homolog (S. cerevisiae),1,0
238525_at,DDX56,Hs.654762,ENSG00000136271 /// OTTHUMG00000129211,54606,chr7:44614251-44615857 (-) // 48.9 // p13,chr7p13,DEAD (Asp-Glu-Ala-Asp) box helicase 56,1,0
238563_at,Abi1,Hs.664921,---,---,chr10:27047249-27047973 (-) // 97.77 // p12.1,---,---,1,0
238644_at,MYSM1,Hs.477495 /// Hs.622875 /// Hs.744671 /// Hs.744921,ENSG00000162601 /// OTTHUMG00000009533,114803,chr1:59122372-59123493 (-) // 77.11 // p32.1,chr1p32.1,"Myb-like, SWIRM and MPN domains 1",1,1
238706_at,PAPD4,Hs.418198 /// Hs.607229,ENSG00000164329 /// OTTHUMG00000108163,167153,chr5:78919074-78919653 (+) // 95.22 // q14.1,chr5q14.1,PAP associated domain containing 4,1,1
238723_at,ATXN3,Hs.532632 /// Hs.633936,ENSG00000066427 /// OTTHUMG00000162212,4287,chr14:92527094-92528706 (-) // 62.92 // q32.12,chr14q21,ataxin 3,1,0
238769_at,MAP4K4,Hs.674610,---,---,chr2:102333798-102334416 (+) // 97.94 // q11.2,---,---,1,0
238785_at,---,Hs.661733,---,---,chr3:56709590-56710387 (-) // 85.19 // p14.3,---,---,1,0
238831_at,TMEM33,Hs.31082 /// Hs.614529 /// Hs.697386 /// Hs.707732,ENSG00000109133 /// OTTHUMG00000099381,55161,chr4:41959514-41960002 (+) // 82.53 // p13,chr4p13,transmembrane protein 33,1,0
238848_at,OTUD4,Hs.270851,ENSG00000164164 /// OTTHUMG00000161480,54726,chr4:146065486-146072048 (-) // 93.22 // q31.21,chr4q31.21,OTU domain containing 4,1,1
238884_at,CTNND1,Hs.670908,---,---,chr11:57538066-57538626 (+) // 57.58 // q12.1,---,---,1,1
238899_at,KIAA1267,Hs.601940,---,---,chr17:44203891-44204612 (-) // 96.57 // q21.31,---,---,1,0
238913_at,Cpsf6,Hs.609188,---,---,chr12:69643943-69644401 (+) // 63.25 // q15,---,---,1,0
238931_at,METTL16,Hs.632237,---,79066,chr17:2320379-2321616 (-) // 40.98 // p13.3,chr17p13.3,methyltransferase like 16,1,1
238940_at,KLF12,Hs.373857,ENSG00000118922 /// OTTHUMG00000017078,11278,chr13:74264839-74265310 (-) // 100.0 // q22.1,chr13q22,Kruppel-like factor 12,1,1
238954_at,---,Hs.496366,---,---,chrX:73484537-73485152 (-) // 69.19 // q13.2,---,---,1,0
238982_at,DENR,Hs.22393,ENSG00000139726 /// OTTHUMG00000168844,8562,chr12:123247206-123247791 (+) // 78.5 // q24.31,chr12q24.31,density-regulated protein,1,0
239008_at,---,Hs.729494,---,---,chrX:73464315-73465078 (-) // 89.53 // q13.2,---,---,1,0
239014_at,CCAR1,Hs.49853,---,55749,chr10:70516263-70517190 (+) // 89.29 // q21.3,chr10q21.3,cell division cycle and apoptosis regulator 1,1,0
239042_at,TSR1,Hs.388170,ENSG00000167721 /// OTTHUMG00000177636,55720,chr17:2225501-2226043 (-) // 47.89 // p13.3,chr17p13.3,"TSR1, 20S rRNA accumulation, homolog (S. cerevisiae)",1,0
239131_at,ADNP,Hs.713187,---,---,chr20:49517327-49517858 (+) // 96.37 // q13.13,---,---,1,0
239151_at,BMS1P1 /// BMS1P5 /// LOC100996797,Hs.571994 /// Hs.655950 /// Hs.719489 /// Hs.735821 /// Hs.741792 /// Hs.743373,ENSG00000204164 /// ENSG00000204177 /// ENSG00000265124 /// OTTHUMG00000018098 /// OTTHUMG00000018158,399761 /// 728053 /// 100996797,chr10:48210171-48210798 (+) // 97.81 // q11.22 /// chr10:51742792-51743419 (+) // 96.55 // q11.23 /// chr10:47218551-47219178 (-) // 97.81 // q11.22 /// chr10:49244684-49245308 (-) // 97.49 // q11.22 /// chr10:46738135-46738762 (-) // 97.02 // q11.22 /// chr10:48927897-48928524 (-) // 97.02 // q11.22 /// chr10:46347855-46348482 (-) // 96.71 // q11.22 /// chr10:51251479-51252106 (-) // 96.55 // q11.23 /// chr10:75462373-75462995 (-) // 95.45 // q22.2,chr10q11.22,BMS1 pseudogene 1 /// BMS1 pseudogene 5 /// uncharacterized LOC100996797,1,0
239258_at,rhoq /// RHOQP2,Hs.665412,---,---,chr2:46804718-46805643 (+) // 31.14 // p21,---,---,1,0
239278_at,---,Hs.444721,---,---,chr20:49498753-49499230 (+) // 16.3 // q13.13,---,---,1,1
239336_at,THBS1,Hs.164226 /// Hs.599979 /// Hs.611774 /// Hs.713837 /// Hs.732539 /// Hs.736912,ENSG00000137801 /// OTTHUMG00000133665,7057,chr15:39878947-39879484 (+) // 54.48 // q14,chr15q15,thrombospondin 1,1,0
239351_at,FKBP3,---,---,---,chr14:45586694-45587205 (-) // 83.31 // q21.2,---,---,1,1
239405_at,RAB7A,---,---,---,chr3:128457014-128457837 (+) // 75.76 // q21.3,---,---,1,0
239453_at,Fnbp1,Hs.673408,---,---,chr9:132684015-132684414 (-) // 55.73 // q34.11,---,---,1,0
239487_at,Fam98a,---,---,---,chr2:33816272-33816727 (-) // 99.78 // p22.3,---,---,1,0
239504_at,BCLAF1 /// LOC731605,---,---,---,chr6:136587193-136587812 (-) // 98.56 // q23.3,---,---,1,0
239519_at,NRP1,---,---,---,chr10:33579295-33579764 (-) // 99.15 // p11.22,---,---,1,0
239614_x_at,GLS,Hs.598923,---,---,chr2:191765893-191766366 (+) // 24.9 // q32.2,---,---,1,0
239635_at,RBM14,Hs.533712,---,10432,chr11:66396804-66397389 (+) // 75.21 // q13.2,chr11q13.2,RNA binding motif protein 14,1,0
239649_at,gtf2i /// LOC100093631,---,---,---,chr7:74090443-74090908 (+) // 66.8 // q11.23,---,---,1,1
239651_at,ANAPC5,Hs.690132 /// Hs.7101,ENSG00000089053 /// OTTHUMG00000169157,51433,chr12:121767963-121768443 (-) // 76.63 // q24.31,chr12q24.31,anaphase promoting complex subunit 5,1,0
239660_at,RALGAPA2,Hs.472285 /// Hs.605564 /// Hs.714195,ENSG00000188559 /// OTTHUMG00000032010,57186,chr20:20585327-20585820 (-) // 54.77 // p11.23,chr20p11.22,"Ral GTPase activating protein, alpha subunit 2 (catalytic)",1,0
239661_at,AFF1,Hs.660356,---,---,chr4:87950839-87951286 (+) // 99.78 // q21.3,---,---,1,0
239674_at,ARID1B,---,---,---,chr6:157347791-157348257 (+) // 72.16 // q25.3,---,---,1,0
239692_at,ILKAP,---,---,---,chr2:239087614-239088054 (-) // 25.9 // q37.3,---,---,1,0
239742_at,OTTHUMG00000015909 /// RP11-732M18.3,Hs.486993,ENSG00000236537 /// OTTHUMG00000015909,---,chr6:158703292-158733456 (+) // 99.8 // q25.3,---,NULL /// NULL,1,0
239751_at,AC016831.7 /// OTTHUMG00000155022,Hs.665228,ENSG00000233559 /// ENSG00000263619 /// OTTHUMG00000155022,---,chr7:130612277-130612844 (+) // 96.21 // q32.3,---,NULL /// NULL,1,0
